step,t,d,C,side,digits,norm4
564,1660436262960879144837519363911332152593811319420525865405411779977089071338194417803324940096639704400249148974370935713754442763311004310824294622264227203882359952616931,2186588538,3320872525921758289675038727822664305187622638841051730810823559954178142676388835606649880193279408800498297948741871427508885526622008621648589244528454407764722091822401,d+1,172,0.01514
565,3320872525921758289675038727822664305187622638841051730810823559954178142676388835606649880193279408800498297948741871427508885526622008621648589244528454407764722091822401,14062301916,6641745051843516579350077455645328610375245277682103461621647119908356285352777671213299760386558817600996595897483742855017771053244017243297178489056908815529458245946719,d+1,172,0.09667
566,6641745051843516579350077455645328610375245277682103461621647119908356285352777671213299760386558817600996595897483742855017771053244017243297178489056908815529458245946719,242031870,13283490103687033158700154911290657220750490555364206923243294239816712570705555342426599520773117635201993191794967485710035542106488034486594356978113817631058916733925309,d-1,172,0.00165
567,13283490103687033158700154911290657220750490555364206923243294239816712570705555342426599520773117635201993191794967485710035542106488034486594356978113817631058916733925309,73359288,26566980207374066317400309822581314441500981110728413846486588479633425141411110684853199041546235270403986383589934971420071084212976068973188713956227635262117833541209907,d-1,173,0.00050
568,26566980207374066317400309822581314441500981110728413846486588479633425141411110684853199041546235270403986383589934971420071084212976068973188713956227635262117833541209907,1191698352,53133960414748132634800619645162628883001962221456827692973176959266850282822221369706398083092470540807972767179869942840142168425952137946377427912455270524235668274118167,d+1,173,0.00802
569,53133960414748132634800619645162628883001962221456827692973176959266850282822221369706398083092470540807972767179869942840142168425952137946377427912455270524235668274118167,8328079842,106267920829496265269601239290325257766003924442913655385946353918533700565644442739412796166184941081615945534359739885680284336851904275892754855824910541048471344876316177,d-1,173,0.05561
570,106267920829496265269601239290325257766003924442913655385946353918533700565644442739412796166184941081615945534359739885680284336851904275892754855824910541048471344876316177,5068603104,212535841658992530539202478580650515532007848885827310771892707837067401131288885478825592332369882163231891068719479771360568673703808551785509711649821082096942694821235459,d-1,174,0.03360
571,212535841658992530539202478580650515532007848885827310771892707837067401131288885478825592332369882163231891068719479771360568673703808551785509711649821082096942694821235459,2311795692,425071683317985061078404957161301031064015697771654621543785415674134802262577770957651184664739764326463782137438959542721137347407617103571019423299642164193885391954266611,both,174,0.01521
572,425071683317985061078404957161301031064015697771654621543785415674134802262577770957651184664739764326463782137438959542721137347407617103571019423299642164193885391954266611,364926858,850143366635970122156809914322602062128031395543309243087570831348269604525155541915302369329479528652927564274877919085442274694815234207142038846599284328387770784273460081,d-1,174,0.00238
573,850143366635970122156809914322602062128031395543309243087570831348269604525155541915302369329479528652927564274877919085442274694815234207142038846599284328387770784273460081,9019884468,1700286733271940244313619828645204124256062791086618486175141662696539209050311083830604738658959057305855128549755838170884549389630468414284077693198568656775541577566804631,d+1,174,0.05851
574,1700286733271940244313619828645204124256062791086618486175141662696539209050311083830604738658959057305855128549755838170884549389630468414284077693198568656775541577566804631,2191121796,3400573466543880488627239657290408248512125582173236972350283325393078418100622167661209477317918114611710257099511676341769098779260936828568155386397137313551083157324731059,d+1,175,0.01411
575,3400573466543880488627239657290408248512125582173236972350283325393078418100622167661209477317918114611710257099511676341769098779260936828568155386397137313551083157324731059,7145559672,6801146933087760977254479314580816497024251164346473944700566650786156836201244335322418954635836229223420514199023352683538197558521873657136310772794274627102166321795021791,d-1,175,0.04569
576,6801146933087760977254479314580816497024251164346473944700566650786156836201244335322418954635836229223420514199023352683538197558521873657136310772794274627102166321795021791,2650938726,13602293866175521954508958629161632994048502328692947889401133301572313672402488670644837909271672458446841028398046705367076395117043747314272621545588549254204332646240982309,d+1,175,0.01683
577,13602293866175521954508958629161632994048502328692947889401133301572313672402488670644837909271672458446841028398046705367076395117043747314272621545588549254204332646240982309,2091869610,27204587732351043909017917258323265988097004657385895778802266603144627344804977341289675818543344916893682056796093410734152790234087494628545243091177098508408665294573834229,d-1,176,0.01318
578,27204587732351043909017917258323265988097004657385895778802266603144627344804977341289675818543344916893682056796093410734152790234087494628545243091177098508408665294573834229,6128057400,54409175464702087818035834516646531976194009314771791557604533206289254689609954682579351637086689833787364113592186821468305580468174989257090486182354197016817330595275725859,d-1,176,0.03835
579,54409175464702087818035834516646531976194009314771791557604533206289254689609954682579351637086689833787364113592186821468305580468174989257090486182354197016817330595275725859,2149508832,108818350929404175636071669033293063952388018629543583115209066412578509379219909365158703274173379667574728227184373642936611160936349978514180972364708394033634661192700960551,d-1,176,0.01336
580,108818350929404175636071669033293063952388018629543583115209066412578509379219909365158703274173379667574728227184373642936611160936349978514180972364708394033634661192700960551,2067818688,217636701858808351272143338066586127904776037259087166230418132825157018758439818730317406548346759335149456454368747285873222321872699957028361944729416788067269322387469739791,d+1,177,0.01276
