digits,t,d,side,norm4,model_mean,survival
80,12934615072142636157181634473362538493486372457202245246766063059971032211005067,52583694,d-1,0.00918,229460325.4,0.776337
80,57738412349591081569807342662854417289009668810809691815670944125656563981934489,174503262,d-1,0.02942,366229524.0,0.602860
80,94176436805558562319410749531704885635701617499200253558191250413114625647405061,92586048,d-1,0.01544,465875579.7,0.801867
80,28532964353442944221064589929297226015227984622091421915195929624696039993999697,29054454,d-1,0.00498,226831946.7,0.863956
80,37869473115844441472144763209303215046291587798973016614916488204921550445420589,461834418,d+1,0.07862,169121060.6,0.070270
80,42258251204838887843630579775089271932650759024137882254753951121178713707317997,137053374,d-1,0.02327,423148703.3,0.704235
80,92112589671734835508400024091804894437068345470183798423148968666090575577156239,217058712,d+1,0.03621,154322638.8,0.243401
80,70670401187652788497106879791609009185108301455602175893885464393847936395436687,635184192,d-1,0.10660,736969694.4,0.411947
80,47226144938406042038476248766505291308033697897607698334742471941615040010742329,102656928,both,0.01739,150883428.3,0.492154
80,22163240206640464974727107042863696943086361616577335154973921203769055809384941,364758498,d-1,0.06286,447267089.2,0.431056
80,67990682414313420324226575344216068135944141526279166919316062065911529229902669,63259170,d-1,0.01063,137489787.7,0.613054
80,14809566274806693599981101282542281974283476003557046514678809921810947772160747,174066162,d-1,0.03028,364994573.6,0.602712
80,12245230926245673692739013752552462164147091706060913844374031184425776574360437,82424832,d+1,0.01440,250964978.8,0.700475
80,36799690828136769296630026739877197636476811058325013361314358406661725770826079,145068510,d-1,0.02471,242294235.1,0.533322
80,33860500211126163670277186281591196769236816139238246638046235614527198311790989,14864262,d-1,0.00254,107325290.8,0.854590
80,76236354185367860740212546101819119589712118567456594605539003030430555874504517,83828094,d-1,0.01404,302482628.8,0.738705
80,69444077882578734813693372048759106715680713758356001564155886600003546492948369,234658080,d-1,0.03940,338500786.5,0.485799
80,48304038779113521999348683694691114846864152538610591067700214860832376497575859,210798042,d-1,0.03569,159666808.5,0.264385
80,38476775118257594586944264832119060861815168305326052111014375855425018007237639,493251630,d+1,0.08394,316179558.6,0.210423
80,27033456866878835061675178837326498925191002185287100219897871594195740174123511,20830548,both,0.00357,145337490.7,0.849879
80,44323402786947145686352302238003973582038857487089971350955435778692757379208027,363638892,d+1,0.06168,652863974.8,0.556418
80,79128684991423764784083516301814999732771026046896275774359298907429673679901019,71635902,d-1,0.01199,144887370.3,0.592299
80,43765734267807391289490810109417407403815266634338040741674538860594599906677719,84024378,both,0.01426,270782866.8,0.713558
80,55486628007796510963794751692045577153760410135061100282069550222612729737657671,19313808,d+1,0.00326,400930498.3,0.943396
80,53948419270040051406514143424808398013725372181828388026337231458017867583915189,20490978,d+1,0.00346,163409907.5,0.866637
80,32655466281119419869253603794685921275863092834005812839213437519824298771378161,443858568,d-1,0.07582,676296899.4,0.504165
80,17640687217546355907505171195816644780216085986707342547232462376290668150841991,167673576,d+1,0.02905,337613579.2,0.590823
80,98216696735374968590065109872809267989369891749975028261995715560381152964206329,52330068,d-1,0.00872,138086085.7,0.665546
80,98170990895336216685583981032274701870068040018703217682078280965559752059999027,498199152,d+1,0.08299,284063313.9,0.175121
80,98490995486767529689705057393278938911875057382658417016756780239608827106848467,1015057014,d-1,0.16907,499071128.4,0.134600
80,62861616387220007369434245198423769161983441295479258801141975579110881284602511,473674146,d+1,0.07971,622825812.5,0.454861
80,93516552492604012979220575098171512248224889724868440045629626741049282239794431,197523498,d-1,0.03294,299958659.8,0.502905
80,76211055698540563253557054691174180520705762256799787962043196625194713143578907,46822254,d-1,0.00784,412644595.1,0.878018
80,13958080741354647846738591231008017123084560903864381478732586832144882297265007,207563052,d-1,0.03615,300463945.4,0.486978
80,27626995351941114188168118238760467115913236284508804293486966224608628957210161,1287183258,both,0.22072,753067629.0,0.182702
80,25066254539373793225185790692264784200189423612250114641782675290023311273022497,1758939654,d-1,0.30228,753524841.4,0.101603
80,47888027452769181198601736904306999313927341442673920528127288904984020368663781,314924148,d+1,0.05333,431258715.3,0.468703
80,44431913353473715570473373680346801731232269452484470094213982429183886332648187,709762014,d-1,0.12039,505495547.3,0.244119
80,89822571206873241038216519786986526733515412680768948860491754803263601220638551,201856908,d+1,0.03369,392677123.1,0.580500
80,40584337333103523815248060153495137012744104059003105063148777493297492783196559,57597828,d+1,0.00979,256575339.9,0.779857
80,94377686407804914115132635539779753109639811270348437825747780706555257068390229,201728802,d+1,0.03363,144173760.5,0.245140
80,93572264100321353938221839184995018902248641424228970161854139473859254648408111,205551336,d+1,0.03428,637092791.6,0.705024
80,99487042418281581135424616344841932907918288646243413129887540004650092660897911,5009268,d+1,0.00083,250432202.1,0.974799
80,68241852911793495921571712636322423639742126869496478427259082823785488460404001,329739348,d+1,0.05538,474577620.9,0.485128
80,29482478215516258994563469751051590305901060749651105918770320273648202863988617,159214374,d-1,0.02726,758244639.4,0.792416
80,35393289922446427089511931040444919971798188214820814053776612661247279970842471,443962998,d+1,0.07570,250635964.9,0.172254
80,81461728388498533445810025321023368673878698467953385238852037969132631369544149,38597052,d-1,0.00646,218286460.9,0.820431
80,31838683085518618013914741666813993623585438904386443196104863283911672107336671,721370676,d+1,0.12329,334821111.2,0.120213
80,42997312411139123589812311400854504029077961558690722952093372284905728574111379,141173100,d-1,0.02396,207019373.1,0.491428
80,61929335669477990193325937964855745851097636094132939924100201335629624109111837,1849338144,d-1,0.31131,606690007.3,0.052468
80,87746691288374656443629175613575582815533093426740003305725737910669517942539049,175299408,d-1,0.02928,132447670.3,0.263531
80,65035813007916562092878378910403853119485707375458411797459963292741541042829809,29938128,d-1,0.00503,167822908.5,0.819027
80,61287532576029259178554496841828973577817099358723059585181854884113720182809627,571259172,d+1,0.09619,461538221.8,0.286294
80,17002019658428543114448140427215005916247727061081141858158798660496280681432857,239262474,d-1,0.04149,404548121.1,0.537328
80,12397156183568291014446972534700547351994183505546015062706691254903612864269791,148200606,d+1,0.02588,716206768.8,0.794911
80,12060912314405662208501012242120170102751650185024362505605069421401879875489221,1213765806,d+1,0.21213,555563892.4,0.116863
80,31271051314180594852271265578357280086745360825596571173783246334530386274055839,220035918,d+1,0.03762,244683139.6,0.396833
80,11451546887620483858179137672567540452497815808233772235592484180403516680492161,265212906,d+1,0.04641,341104181.2,0.447203
80,87324965279004494240795065171197922546944835674048741897085100551518816640483139,336712518,d-1,0.05624,174220694.6,0.147910
80,96148872885178338410070772140830649049594370984959228094206968480811521115322039,70124520,d-1,0.01169,132859460.9,0.572752
80,75251407122823355602283099813579836862309112371329764572140036308420148536866837,982398612,d-1,0.16464,527356002.2,0.158058
80,65207324583228520704045588300018778474088686159465090917073355958182241943507181,512408136,d+1,0.08616,223331155.2,0.105453
80,72112523383271973006355335601384457113169837070416435273244058744640562163839191,1013142078,d-1,0.16996,303054969.9,0.039986
80,68610757537985310071236412265171345931698250439966246977208823937759692294968207,20627082,d-1,0.00346,310042701.5,0.924120
80,12133530895386284576161055984407192289769202941313291531634049104001513515091119,446618820,d-1,0.07804,288386883.4,0.212699
80,78644273737113415413413068075695552879383225066706359602225089352380450137193119,17587308,both,0.00294,174507901.8,0.890154
80,60357814371872792352205233254641638960258129141311311328469599685852538048356251,742888188,d-1,0.12513,356645107.9,0.128476
80,91543760927231922620513720586217130299618209150235319558380288821589638785031317,86988132,d-1,0.01451,193345857.5,0.619259
80,82506110756919824998847349482262874303983924938769883299928331822285604782108897,315104094,d-1,0.05270,505708185.2,0.520864
80,87474454496958410892885784388989813343110244100696281060608811480898291604383791,87876,d+1,0.00001,246066413.4,0.999386
80,57107625042425071944588068940765782872168692907118260427728004514250683182428247,111192354,d-1,0.01875,307344713.1,0.677105
80,66603065567751721189693751791495892651796136925531388037500834615019016565691409,397407912,d-1,0.06679,360755186.2,0.326251
80,77461666639762767910539900717352063683952536260769439435563349658777685747101291,200978676,d+1,0.03366,679260857.3,0.724738
80,90256054074985530892425594534804392174767272944258303513619471743317392217673597,1662222,d+1,0.00028,260666238.9,0.991272
80,50564921702458908445566046183491808982791367917504552514091588088478428174427009,14578320,d+1,0.00247,334297161.2,0.948285
80,26929247725879914550319425007194245695490992170028661817795538533907825396132867,115346214,d-1,0.01979,318299745.3,0.676699
80,48823629516775676536887460124865459794280677267156234294278220123610211872604529,217428810,d+1,0.03680,320435605.2,0.492870
80,20810174589820887579705753490960639480106376581504089301995652988565945766329649,236386992,both,0.04080,131253281.0,0.167411
80,60005690896071856780315550670461785141112816599197840217289802810570849166303769,60236640,both,0.01015,163665742.6,0.673020
80,34589692753335249076030946121111157116107950078993872727566814681158351326319629,61800678,d-1,0.01054,115770885.8,0.569338
80,77702120714817236589395258201704688275340007820956626987078181228681288636197519,93011298,d-1,0.01558,90714569.8,0.351148
80,19042739784404971483507184326658530244569512363370060255751649318410674633423577,216115242,both,0.03738,381835302.7,0.551504
80,93957427752816434220647669825320874733545500078705414054850809685538220451578517,357505062,d-1,0.05961,354310577.0,0.356925
80,39605914355247375423803670913106075363275574088535743985166934174208276565574251,109313538,d-1,0.01859,158868709.7,0.488171
80,76965256351699153412193915182578660852864141123771431594792158534169777706288157,670535232,d-1,0.11232,700202643.3,0.375233
80,86872714778021184931091428463877331782610755557020821175589355634465163277545027,52388094,d-1,0.00875,609397311.8,0.904633
80,36977615290452566100926674707102194676336937811113031250570673463618066290143371,331340538,d+1,0.05644,632802016.8,0.575266
80,95014523164680964070075807733255197790924687117316322095985874996624259988720201,355366866,d+1,0.05924,731665108.2,0.597672
80,42330953792534278641386734118024261253057494916474847650620050676905635587544641,113851206,d+1,0.01933,399288232.8,0.732828
80,72902892695709376192601966670402429882641433954184816700235580759286747805099551,356941938,d+1,0.05986,683279142.5,0.576023
80,33989187087730035913509557177578396153340063005084122407983830350806370134811807,1101814452,d-1,0.18804,454890098.4,0.093694
80,57730256307190349502222081320223471610726871441185839969670749571866959411588111,204798756,d+1,0.03453,273959403.5,0.460520
80,96321771411304368542101942745940641123366658032644742179580504947558466921079107,105678402,d+1,0.01761,304069374.9,0.687163
80,55546939899245176100178051106254856556577385097449037996505069342832602246615701,311802036,d+1,0.05262,225749854.3,0.249441
80,75883632056598874302594805516379738684064801040274724461155582213297317972797951,39680508,d-1,0.00665,320975194.7,0.868160
80,23626114191902227336926786102026506584405429217750368899975033711067991219469561,717211338,d-1,0.12342,642668195.1,0.321865
80,26802923557428534654535106946734617822585471170262547834839152658252210947757931,2893383828,d-1,0.49648,631859868.3,0.012992
80,60590998962095935164143337226694472464644158200287132546107079538139272215485317,2367893112,d-1,0.39880,675508457.9,0.034478
80,86491293776927041050979515911144109460963186314935748291129186481206683171262821,191339118,both,0.03196,291495507.8,0.503815
80,39723138922515951656603048689273376179549599994781849711076828107292721444871291,3391976928,d-1,0.57681,757755361.7,0.014237
80,15492500580110844129533104496411685955890042195801049733068578559155967133782559,113815218,d-1,0.01978,188921532.9,0.531211
80,74315629789538663139861504604359326318428255115889500952665011895711040997152749,973197222,d-1,0.16314,325696666.8,0.055518
80,98207681621075161761688007656566555262182193311612082057476357233937922895276201,1184556948,d+1,0.19732,705988038.4,0.188209
80,16675050487131943279986017552904755623912523932168308495286344282505266243261371,149963448,d+1,0.02601,227351805.7,0.502220
80,64641470525825638544481504828600270402339394951853286529506963217170155083090061,74341116,d+1,0.01250,751615072.8,0.892003
80,12715924525371177842014344820190861522877691696761548257718767493862137348148029,19400352,d-1,0.00339,245845741.2,0.911304
80,87874553013429333670455333946275910954547652186430086296901962035103458180302077,765240744,d-1,0.12779,226381109.8,0.038713
80,14513371415143501246737207503490344333152381093480368251838105276707174103134399,41114472,d-1,0.00715,148076670.8,0.738296
80,97320938628394630301355253990403102218302316096224228297930295946398227573244139,28512,d+1,0.00000,309642045.0,0.999820
80,23979247941040935795843676165206734946703265856766108045909977192763792730072729,761448768,d-1,0.13099,162405077.3,0.011752
80,64483416139022973991364218213654117572952517280847448541405770710671981559634411,248792418,d+1,0.04184,399290585.8,0.520909
80,28081865435570005242858952153743840080710823610549273380224597755819981461985797,42979542,d+1,0.00737,736122514.9,0.932802
80,54115850081229768020870367875036381888211417760593820389335482292136682192298609,187236042,d+1,0.03162,128643377.7,0.232313
80,93654770636867787064444211882188301338972168487684512310047982059324857696296969,397578912,d-1,0.06630,298407051.8,0.261371
80,97903713174829227406868234700964728196253696474819059208714373251139972808810829,549882840,d+1,0.09160,356334643.8,0.213827
80,46746041797436743986546518925353889337977165156644654250591217945788007749256967,176011722,d+1,0.02982,424596779.5,0.642132
80,66395309434312227947577546615901787189868611285874784650756604625851179806987129,293802888,d+1,0.04938,300823635.1,0.368136
80,13252112635080025630167291280100691968704428678071593765391411289644513918569427,298527792,d+1,0.05206,443548977.0,0.495928
80,39490446388962675351356938371597910515653159497484169658549922711911343231945177,583256184,d-1,0.09920,360230282.1,0.198960
80,32566541833341541453309177624370267420874894789962288751628243117437031776858281,827889108,d-1,0.14143,603592873.5,0.251829
80,89814827913665352042219764045860539369886944541820190295388399048758802205184931,355023978,d+1,0.05926,591183000.2,0.532748
80,59857452335883511903778432589855256557093988841062993184126614231573766820429101,92518416,d+1,0.01559,224895559.6,0.643811
80,49938453070018047099439084651781988866480731566936417105507521529472408181230469,212129502,both,0.03588,101729692.6,0.128068
80,91960642875144716956730654984943659706826542465360666513973705845200953430117609,217301892,d-1,0.03625,163809327.3,0.262798
80,60316445914450959117840900882159401915801634759730854853712217797754882311269541,683735058,d-1,0.11517,411292078.6,0.190986
80,94268164119117579819997863233217173427480740730393643297153686576972104994676967,523734312,d+1,0.08732,580672208.5,0.396063
80,31548020919160778204080540266485118301844104560248232914419834438933610586667847,8947062,d+1,0.00153,267037365.6,0.959523
80,20164333008950727342428380797298400966504078874123385783205807583226957292154011,9616686,d+1,0.00166,429938045.2,0.972170
80,80753034595787061713011965468740039118309891871582627091289087915201519150896099,158113470,d+1,0.02646,95190962.7,0.191025
80,91512879991509647961364223257279813412177326269207614932827858292914414123118397,196282242,d-1,0.03275,317803703.5,0.523623
80,42930783957338678095354575188082071384997354945562279414903888777193464516896731,597316068,d-1,0.10139,611234617.4,0.368104
80,12117880939563120533674870708264526873877607178189818081307776435969576356487451,36190968,both,0.00632,233850247.0,0.839713
80,58288812817902475161135321672415872443646622714392181785359259714518516455321517,15202194,d-1,0.00256,282221152.8,0.937419
80,25861266126676509325757003797680754194446832137187518944743434439354239750765879,90760812,d-1,0.01559,159961787.5,0.550557
80,73270302647834970679602935251254121440187694531328505095270895917513101157734309,125173422,d-1,0.02099,230682245.1,0.563935
80,22483716998102792000745574090462709147931440263980660131326501772830616798710877,611705772,d-1,0.10539,297431329.6,0.131747
80,76192780233007955979494099904361416917469653045042783473820024022965293929919109,57377478,d-1,0.00961,189312251.2,0.718683
80,88642050075924111919529536972086616638504615032086895362980570201774531842990219,5817582,d+1,0.00097,326822009.3,0.977328
80,49621359327791356549054836002994047381160933834896475630226901377165443345309869,65968290,d+1,0.01116,165862229.5,0.652994
80,11852979001149871654474549104381531224185104339611882563513886056129914233105867,541872132,d-1,0.09474,614476279.6,0.403926
80,33115778935434930808818630648930019174359067992803912252422601692365690575785979,287552622,d+1,0.04910,212515169.4,0.256243
80,32369757046835795514051930344357799427649790654596741839096567725006436255360451,268990758,d+1,0.04596,728697744.3,0.672412
80,53158919474646948376587694425483448462371667095903243810768604558911305360576639,99450348,d-1,0.01680,182914179.7,0.563237
80,84676244270941948168119609700740238209718976063269067809082599902404644553036339,47892702,d-1,0.00800,134348875.7,0.680994
80,44750693502211393266043293643488727232011945427511191151644888958748460089560887,761657574,d-1,0.12917,402570621.9,0.153767
80,43898409092859460771869798786783292917515438511760284754703071592282985492136079,126247872,d+1,0.02142,177079159.2,0.476587
80,10993963356017433332407694861828816855456305577258802879800399120915205451385099,64493328,d-1,0.01130,189510438.8,0.692299
80,45384576244676013112254771140287911137139750108921897368788709489260074055534961,292362486,d+1,0.04957,412608935.9,0.478694
80,75945444568534126806763387196092932144476887531920610492034244785824938812313299,523326042,d+1,0.08769,377882224.3,0.248605
80,34478558855985193696315328067401990016687188446531279013546132487581099035713659,510136320,d+1,0.08703,241857583.7,0.125458
80,22505797763033226695300178556426869543633324314608520533469264643057146007902939,395448642,d+1,0.06813,120200293.1,0.041919
80,34489945838447489268232249162843679067963004151700019659959259993911690594361719,84728958,d-1,0.01445,217267457.6,0.657611
80,93163606601307909332792522168073698224224169180955366395719214458143899974180161,77525778,d+1,0.01293,277149071.4,0.736602
80,65215365125682702711483364519420104999485489401719590201257043399642835357775259,54847350,d-1,0.00922,96001524.9,0.548518
80,31138230080313846791377670868863832498765749365035862685085567727811083036195697,420013344,d-1,0.07182,238622128.8,0.174090
80,34246099250827455203390893954318190451802470182365028842749047726921555065413497,20721762,d+1,0.00354,349931170.8,0.931927
80,94844387393863717791982268412700644127617654866676890696967696757337360927232767,44762022,d+1,0.00746,687841193.4,0.925829
80,22392412699694312757136938834507538878543909993228353200063656749884865908026401,56629098,d+1,0.00976,263888863.6,0.788184
80,89803756066882232357659871058982242214135727404288660840615032411743300023665221,414883368,d+1,0.06925,397344438.5,0.345014
80,98720205768080501319358686564086387734789766270975673307702118991590185837832027,4931022,d+1,0.00082,221833551.4,0.972217
80,55773804950104243448730996728211974950693104785919902249563291920962703323183171,389777028,d-1,0.06577,375786641.2,0.347159
80,50527250181381669660674686410967774001439321811362135367885998094917970718950667,31988892,d+1,0.00541,248789618.8,0.863607
80,25026332968159922608383783958761744576342002186231533458713644421369861513877881,101538798,d+1,0.01745,412291917.6,0.762928
80,70621743920701158605032704747295976216023208332085182754887877180162243029552307,772289892,d+1,0.12962,463587630.7,0.190329
80,15946165753067732608443502036965628391179825903494686528375933411705068318504259,70138962,both,0.01218,104832830.6,0.497716
80,31568656609389876021547448814268771372778267361240457218387812386993806058936967,40159644,d-1,0.00687,206654292.2,0.805164
80,67143519046999887597101531316172719585398242806607568756401391749100332886513987,371856282,d-1,0.06248,320403271.1,0.308227
80,64300743170046823024994713617554505699847679841039992807629926105253381162061771,185972106,d+1,0.03128,304174138.1,0.526956
80,71425685078134521342194428473770712872435920658527759829989128409266400425384197,441756162,d+1,0.07412,580737081.9,0.454792
100,3640319564354180507378002296435605883795209760183913815697072377456618404712182495871851118521085191,122827428,d-1,0.00818,509144653.5,0.767502
100,5709702402461084985364017559167396303654499062745732786107009263019862746873610589120696663240438729,58342740,d+1,0.00385,741853522.5,0.912344
100,4178411261568451727081488669758727168260783960367381485137592308400306262959667955641466419159835999,111610860,both,0.00742,421449168.6,0.749201
100,2695929365935965013177425947446278461291259852923606049741244901518575959792470645406934879832127279,276736650,d+1,0.01854,701620006.8,0.655695
100,2217674388902880820081806142088559609951949551398610178850209678515308687022053853970267394257744631,171756318,d-1,0.01155,1431461009.4,0.872422
100,6130018945375996956174660657369506001986006231592340207534313204729803317212749919348033367529553657,71905872,d-1,0.00474,1039986937.1,0.922267
100,6588337307752464883678511977859949630893343730788688504874167300351370365850386269448850420875637051,388164468,d-1,0.02558,1319702509.8,0.726765
100,3035791753408263092423623521450039406964015093636556535355178474558076744455957771461964668363605691,948884838,d-1,0.06342,1896110140.8,0.589697
100,1436836298783969166411036869691917854071638642625424622785590336505169733817719221043905326038494801,279266568,d-1,0.01892,739312595.8,0.667191
100,2054197685247850730426164031742412331200339259026004916639253711332067932450759661451214167368296197,413423982,d-1,0.02783,1592320826.0,0.753216
100,3049667819125163981804631926990499768539739392855573714260657658759481092428975588464288028448092487,985466952,d+1,0.06586,1706592872.0,0.545940
100,4309548808118327796883954963393862853148160340574233060020336558207758345782347703989123782051598591,872668698,d-1,0.05796,863053398.4,0.356360
100,2027211453709871928011043234721749126296953347527571154949768218914773069747610281369697702307519067,645787602,d-1,0.04348,641691588.7,0.358133
100,6189741400071160507682071197335051255991758452665705812893360976191076776782204424167050262975990599,482539422,d+1,0.03184,576629158.5,0.422266
100,9850096026188989991557607415590288326855990165379348096336058295744831088684739737489178874319475929,26135142,both,0.00171,294931515.0,0.902717
100,9038385574798558207208775087299539573601822725686490242985063847667138717127830298318021869816549167,1462158912,d-1,0.09581,763133955.5,0.150177
100,4478332490584765906477283462692373643451282152206329727173331545949207144255819155696991180995677179,432026298,d-1,0.02867,484996178.7,0.400528
100,1758142491834479025427373456694180316590235205604172271445492244573413962413603903980630610767417521,1364137548,d+1,0.09209,906345543.2,0.221718
100,8589493759758073195604978709123671758157100536444924891672445682005489442506751990899471558212755211,548194608,d+1,0.03595,763627852.4,0.474782
100,6050462312891314073883173330241064286913990729241468425874906689772959869958190024200407419085950457,1844674164,d-1,0.12176,1823446152.6,0.356409
100,7820738073715333051576486243868248799871005502030290506091976425515234527247362240429926387009901839,30438738,d+1,0.00200,688631839.2,0.948074
100,1743017774243636602456447948208035616588043123640564331823939136377376351956870851955970814350183589,181182720,d+1,0.01223,344442762.8,0.574540
100,4597742357706296158235484744661000315372424757169682993395423422571944938280217829773925695439449109,913183980,d+1,0.06058,368976212.5,0.088855
100,6185871872717350807068809745314310648564643302323625033418789630178534250538587857535848569679401517,509984724,d-1,0.03365,1356131388.8,0.668397
100,1947136168242610472189036810171878937238818062445163516290076179560901984184146177373107882884157741,210237948,d-1,0.01417,1314097744.6,0.835880
100,1158777660046138900704894129204822299762109569325226625280080479642961603006146802801268706162105937,1035032772,d+1,0.07041,1344040240.4,0.451095
100,6685802597803579955277818216398571755172743326386848824442736292981009855414064364975288300732161919,56398260,d-1,0.00372,446672228.3,0.866597
100,3621991685119052031249017900709151868605063755628941635970359193023883303187269237152832244788034391,759142908,d-1,0.05058,1024418847.8,0.464046
100,9729529974514647498517014381445005043224142192843344325287484879968384041656745639161146493180440419,611816118,d+1,0.04003,225373322.9,0.070983
100,8167254664992973529114320081419839766593767617173554049480017662117222642060122200205130083634775211,96461448,d-1,0.00633,984728282.0,0.893590
100,4376212294870459841885205617104472429076754435981324588642852382085811452761255890394979098774143487,393666174,d-1,0.02614,1263299355.3,0.713792
100,2312019198824368020621944101931935793631327168058807239513274614122370000989769150163851227622840677,80682522,d-1,0.00542,1128510251.6,0.919648
100,8379407309661186117997814743769136015468548617781840443957658856287298124228470625180014971477207711,2006593128,d+1,0.13166,1293131444.8,0.212102
100,4101864950688669975398350817142147223786012110016662311474653316012622463998634941920046976805024699,98215590,d+1,0.00653,219211269.6,0.621536
100,8772390771510123052712187321467806568545823905388379876227903555260120713328995123261060117303426071,365960526,d+1,0.02399,1919519781.2,0.809527
100,4675119378457667233647487351046106060322003115325165076380326913029611358575053543824620209680891729,46849110,d+1,0.00311,329727200.8,0.852059
100,6140772389322183845744497482183491018767284499543426766898217326923698812175998491592833692750516091,424289526,d+1,0.02800,598328431.1,0.478880
100,7733465456801980644460448634429423280582750498379526239046940093262817029358158393208901834435295411,2985594636,d+1,0.19618,1922674114.7,0.211892
100,2289747144646380566673992374465558977486061906545333842973815407541480861719867545452332358717190149,30225462,d+1,0.00203,376822170.4,0.910991
100,7177410951394656891666789646226287260034984577558920413359810101448151334054967139217825510227098351,43349538,d+1,0.00285,1485628457.3,0.964713
100,7358199577224038502150234769901738887145080713771001115907400446095135281581094061866258038299456327,191438652,d-1,0.01259,1456392975.9,0.861811
100,1929386258051378113895418784174062969545916536009107892366038516517836322920455125539219710173346419,714962682,both,0.04819,531662008.5,0.258388
100,3697171900808999965799936031577862270169176882489191879373332429134408677572906957634691268712927051,46470648,d-1,0.00309,473970085.0,0.893379
100,9607977081820513712896972278951876963110991485694038412201189910071831054715517067940912785546417827,299043372,d+1,0.01957,1187448002.4,0.759507
100,8797132037489204930238404933820605473927733846042891116953835653215708507611996070508282367434235097,85682352,both,0.00562,781442913.3,0.882209
100,9151675031238222592616472186963146347271638301917293184337620606276160612866779035058028691177398841,962640786,d+1,0.06306,685312662.3,0.244007
100,8846407715355949025669850572185136159896636243895120322578415851989237404459437725677179662795186151,69671676,d+1,0.00457,797593669.8,0.903906
100,1407807904240985492793566190398439094065151561022803965648973235563151731466006526529907826308279759,74974170,d-1,0.00508,284063947.6,0.749893
100,1449777130627548440942127299330251018416620983713435941915549707569917738890256620012716462837209747,2972945112,both,0.20142,1034032610.7,0.061316
100,6883750443963518059985921347088358084258851033459959526386992971444724057878208077222783146028809727,311207352,d+1,0.02049,1704931388.7,0.816390
100,3182418614725268961909018493993579156598994610660858220442480737378722330566142546347872162837435987,3576215562,both,0.23883,1153011479.4,0.049764
100,1392693485775836961622980765328874559037383654889054339670444787909101034355630608298730912651672039,822315102,d+1,0.05575,307733031.0,0.073899
100,8411510902110025583660872667829884354547813885701259420338545826233099173667636567483191775320677081,462174216,d+1,0.03032,648682845.4,0.477394
100,5263183264364741311625281449395143457260083301467459207878117807866341713349230067906641900791729091,94714218,d+1,0.00627,1157426283.1,0.909508
100,9353929139642924615195755635712707223304894868489636884675338399649853538351554081970046968610268119,342185970,both,0.02241,209718213.3,0.196338
100,9678937954334715546001615682317722023576208560130641284787477229364115264391062794949321200241072327,849689172,d+1,0.05561,1916905592.7,0.624614
100,1831017459373903057218531174386320604126778241125548463675782867951617514767843613270187774056241287,828031332,both,0.05586,620339174.4,0.260852
100,6042777469204973256833640873359804561136863566508378640634891790359180710214176390127748925371183051,1470206358,d-1,0.09704,1063015970.7,0.249141
100,3918947164887009018951412965325926813464762689665749250143388389841386255525942196456121691551369289,100404300,d-1,0.00668,273055859.5,0.674089
100,2921493735337621011344110681997919796008481845487197360246488293518346819385904095702863424282140889,71082000,d-1,0.00475,345315066.9,0.796561
100,2462657418079842397754318924844258473269308693669529871073952838811668891819012041028582090580930809,64066272,d+1,0.00430,930117121.9,0.922302
100,8373815882977852518934298882827292499508952361860248277245623242395593966184161201966022416317480519,572175522,d-1,0.03754,523532781.6,0.329294
100,1848224240465928112772194225467049840764786772225207957309190124513065379205467855409523934956508941,692896116,d+1,0.04674,573271799.5,0.294451
100,1065722484120782792094777284221434432744288713675665907499401353319939623427302700420153036802798287,713147802,d+1,0.04859,1413104922.4,0.587010
100,8858509788309498721712193942446704435103749503477843939323516164021187909827896421518318942166164821,517740396,d+1,0.03394,486901007.9,0.338836
100,8132259077372145232423411150655825184314888122432704756823511667717387415983112257735691862600756999,23195460,d+1,0.00152,458363557.0,0.941462
100,5376803264957590349687425133813009291255562710872517232617227784411741896114813013024273193443529671,1617978,d-1,0.00011,763802830.9,0.996924
100,8638405068212831428901116288509638670938351121312272287343655396627438477927193843267467478924824587,511500792,d-1,0.03354,853286258.6,0.534046
100,9247268797532564232116283562690480917850936220824787148182863735366172248409080400744272764213371117,69323292,d-1,0.00454,1968104503.5,0.958107
100,8019020927543345893760414878465250809843252371746023189061751676355591529644228949967152473490286907,624427032,d+1,0.04100,578998644.4,0.333912
100,2372044972427058503218161802958685045349004185613176124101605661107854535229867503391932314373669029,34478928,d+1,0.00231,540062290.1,0.927319
100,7982343775661894512073072666428078626216905455322961321622781436379653253385329691668820496294266789,331215210,d+1,0.02175,233460493.1,0.240595
100,8941537929598113993963383976663710350333723893382805828354510021884283087344175709586120588918189391,1561740468,d+1,0.10235,1253874131.9,0.284263
100,1452348245424716212088859600776823731964728207706275922375188877322489411697719232316601181232763421,993145878,d-1,0.06728,1369911850.0,0.471595
100,9759926817195512296194262362918011725070424869713653639427313659632527311382056928238288698407670087,3169704822,both,0.20740,1068588643.4,0.056346
100,3934906072886353166077359933995704678254104130698973722063851736702712515623992531813071525628269849,846880668,d-1,0.05634,216714448.4,0.023613
100,6850379792186637837602632654168930221240113786908829549963124477640546507962203963748692203134039209,637297788,d+1,0.04197,530385730.7,0.296501
100,5967927158182978394224351728471091482640883661364920750744034417918631582803541647273388865799232687,81538752,d+1,0.00538,1881952902.9,0.949288
100,9810408403165947562902085443010316342060199041060940176709217289293127355373180275621214608461595881,544100796,d+1,0.03560,1594280868.7,0.692592
