digits,t,d,side,norm4,model_mean,survival
80,83505594786678445916122837334177701427865031561556795973422304216234030584768237,250333122,d+1,0.04185,374535577.8,0.498055
80,14356973968531102870917456735683490530332217294994440605941379304157497693995187,360602022,d+1,0.06277,706949790.2,0.583189
80,12204770458307981478890053652737201024399215363558618882226413963912683327356091,563040108,d+1,0.09837,604828555.6,0.385053
80,59260642163475122341071074002706494293830094034773264040236361164277419652971131,318042336,d+1,0.05359,214022663.9,0.225718
80,98168776020542066503734543516806089267754116177467104506682244861488724660208271,57992418,d+1,0.00966,268886631.3,0.787256
80,80497763793609333417868871907811314843269330180122613212373443101177410674545251,29201016,d+1,0.00489,285367756.0,0.888449
80,47042294423698065517504362939869705153411747017016219812170441432560596235110991,534763338,d-1,0.09059,566754603.1,0.380349
80,64897944778130440206767958891200446098785246575335455241870050761866609543444497,336673164,d-1,0.05661,231763156.5,0.233011
80,40627831773539977540655690754734094556575661425953813079503267561396589235863131,371334768,d-1,0.06311,430878039.9,0.411960
80,26705845487038938294646991312705896152655169456251277457379184026891124919510719,58625982,d-1,0.01006,96444974.3,0.528870
80,43600991637685519430454469024416912065247079494557819993017380312598437724845617,899652912,d+1,0.15266,729595556.8,0.287583
80,89130784922181411207120080154116814906250032104364200885693949479690790842413199,44139708,both,0.00737,120474584.3,0.674191
80,98323499986889159287924419024565053535226728061711182610125805642988215178155069,383505702,d-1,0.06388,334707266.3,0.312624
80,28716288578072907065952264555977797001120857938639514379205396047395328222249441,192921858,d-1,0.03305,268908325.2,0.474370
80,37514520708032859796282995405362677500182702003462870574460720671037630584127049,558596982,d-1,0.09511,371544816.5,0.222055
80,78737962782125873352721548767293844209062135570010603622207548271023083142083371,129213186,d+1,0.02163,214978287.5,0.532285
80,54698329072479428403383710057084585512540134858572777738583843219996546029165541,917193318,d-1,0.15483,692959160.7,0.263674
80,62854288051160137427310894106616375511347183122973677553013459656396108742977129,90717828,d-1,0.01527,143747000.0,0.516786
80,34588316157011838053970324951205930442101662935471437426725876057863016263933579,256206060,d-1,0.04371,127564065.2,0.137701
80,14876418566356265694173192880094757105535059615284253361620923089978361758723107,734394312,d+1,0.12773,743272676.8,0.364326
80,14980035189324404048411816246478657320988043073416824510158049956940749258346647,1409033394,d-1,0.24503,578674679.7,0.092555
80,51547195054426794076267502476864470859847367218933055119999862953355497575849001,437808348,d-1,0.07401,258358640.9,0.185219
80,24220450814980074242379778974737644013319706086201487158123140567226500718172619,209763252,d-1,0.03608,354605143.6,0.537317
80,51193680775643428682822098472986222017388208341509218610482098985862626281395887,1174292682,both,0.19854,235567384.1,0.009010
80,24755916186597973204236465293014182094692018625603594951440162298420990974099449,89975088,d-1,0.01547,156597576.1,0.546692
80,76856040898236946871935922492287628964016158086743139392304408241763908125713739,470797662,d-1,0.07886,362780612.1,0.270197
80,48837767586422158400160034981764473761688830629317225506694512097944062731845529,35713632,d+1,0.00604,198891066.5,0.817493
80,65884874000448038600441544860114293346882740290704756535572260624080896041792697,114691764,d-1,0.01928,397697859.7,0.730396
80,56536444391755394459699882318499795215614705917953230525559701908939091179381959,32070828,d-1,0.00541,288391291.7,0.879742
80,64449225270972102092375299071206712267535964030824656895119972918663368436513257,105680352,d+1,0.01777,635372099.1,0.829577
80,87329634910388446770694881137329288258013618650730413408034317196771082513082919,190943490,d+1,0.03189,378448572.2,0.586137
80,88820268530949209049883785756981839787789089120440574101081817361743644614777827,179590512,d-1,0.02998,175616286.7,0.352136
80,91243207082930170746062383138930485309999205820358489135889071013515566490722081,265348818,both,0.04427,379637939.0,0.483356
80,25684497114239677058710678937124663559765473702525289741200258826656928707527411,143895066,d+1,0.02472,252819110.2,0.549529
80,49733564581184006128944398327326084852938301313939581439101437787367045202958571,956984598,d-1,0.16190,508923664.4,0.155470
20,61162698936694866521,16698,d+1,0.00101,1115143.6,0.977904
20,12050003404967076581,1234776,d+1,0.08760,501956.0,0.092479
20,73663434956967019271,363378,d+1,0.02170,1736326.7,0.784263
20,22594044514474800137,105612,d+1,0.00705,823571.9,0.856509
20,92042062229865876407,2809692,d-1,0.16438,715567.6,0.025153
20,28035391312859619317,360462,d-1,0.02358,636486.5,0.543846
20,93972944660617941089,528492,d-1,0.03086,827807.0,0.506060
20,70804324663620551411,439338,d+1,0.02634,1368273.2,0.696955
20,15554991610802996411,2346396,d+1,0.16241,1441055.2,0.197719
20,12012406047825026111,2298426,d+1,0.16311,1676511.3,0.251218
20,31049271262322517101,2038968,d+1,0.13209,1365097.7,0.224010
20,12681477275770889501,218676,d+1,0.01544,689172.8,0.699694
20,30694530244473856361,368358,d+1,0.02389,751281.9,0.586784
20,75021666899251987361,1401936,d+1,0.08359,832118.0,0.187567
20,56805739512592444877,72354,d-1,0.00443,618086.9,0.866854
20,89612175090904812419,122328,d-1,0.00717,1022497.9,0.864083
20,64224908008785541991,630108,d-1,0.03812,797963.7,0.436703
20,18088807850266386251,146526,d+1,0.01000,1119936.9,0.854061
20,99314400949281707009,18288,both,0.00106,874095.1,0.970285
20,16973562237359629709,2739390,d-1,0.18802,796147.3,0.038733
20,73901672325691797449,615138,d-1,0.03673,996442.7,0.516872
20,39222920408443028921,79608,d+1,0.00504,609870.7,0.853811
20,92777400093505483997,96954,d-1,0.00567,1007781.7,0.887448
20,20168135133578376377,633054,d-1,0.04274,672548.6,0.377268
20,82042174159698040361,1903968,d+1,0.11258,2031154.5,0.378979
20,25594367292317909807,3632814,d-1,0.23971,1012027.0,0.033758
20,28551670787593916069,1931292,d-1,0.12612,746313.6,0.082605
20,25260537789416155157,1098132,d+1,0.07255,857358.9,0.273359
20,91615467754955921171,713268,d-1,0.04175,1074379.8,0.493581
20,38568803599545151349,175830,d-1,0.01116,308872.6,0.543381
20,69672230096043221279,2084508,d-1,0.12515,919137.4,0.110137
20,30739615999133637107,301362,both,0.01954,937259.0,0.697226
20,60789331766345197649,72960,d-1,0.00444,441566.4,0.822924
20,94185145137695986637,372414,d-1,0.02174,778400.5,0.593793
20,51162267919207580297,1532604,d-1,0.09471,961795.7,0.204119
20,52514495893207642961,207078,d+1,0.01277,2018124.0,0.881310
20,67802521381054999151,1886658,both,0.11356,851381.5,0.115235
20,74209271597629512347,3626052,d+1,0.21642,1693824.0,0.123527
20,70114991738614712639,1120218,d+1,0.06722,472888.1,0.100221
20,61031894874532383341,268068,d+1,0.01629,848006.0,0.700587
20,17075610329662773071,542556,d+1,0.03722,743975.1,0.462952
20,13784985067998471191,997248,d-1,0.06983,997625.5,0.356933
20,33020684194398893609,55830,d-1,0.00360,338577.0,0.823423
20,82805105227543022741,220278,d+1,0.01301,623771.5,0.674891
20,22519212343886695277,583602,d+1,0.03898,959887.6,0.522130
20,18646649208337322981,207846,d+1,0.01414,1003572.4,0.786150
20,60840905917022255081,100926,d+1,0.00614,754410.0,0.850605
20,14995573333149898301,28056,d+1,0.00195,624362.8,0.941758
20,52707132503531113511,976368,d+1,0.06017,1005947.6,0.366885
20,63274008335775936401,1049226,d+1,0.06356,896343.8,0.303098
20,78198606085699801607,551484,d-1,0.03276,1879000.0,0.717717
20,65393575451589321191,1039536,d+1,0.06278,1952698.6,0.562976
20,78762272728395229427,533004,d-1,0.03164,564099.5,0.375937
20,69864338576084266859,129720,d-1,0.00779,565395.4,0.768057
20,11785233873451215731,1178016,d+1,0.08376,747524.3,0.207495
20,29239887259017532217,261324,d-1,0.01703,681208.1,0.653950
20,63852223056168855821,434118,d-1,0.02628,1529344.9,0.724612
20,86200038796615079657,3088824,d-1,0.18181,828549.5,0.029909
20,39030377342155409261,150648,d+1,0.00955,1081007.7,0.845102
20,64437620294195231351,2772228,d-1,0.16766,1816310.1,0.217324
20,79508282040594831491,83538,d-1,0.00495,989421.1,0.899824
20,22492836042239463707,1156422,d+1,0.07725,1439654.0,0.431054
20,28226194819220068271,208338,d-1,0.01362,769415.3,0.734634
20,28005961062537719279,750162,both,0.04908,475413.8,0.207002
20,23113482796057445381,1728738,both,0.11519,1920552.7,0.392747
20,98384560008135415451,715998,d+1,0.04163,1295513.4,0.551287
20,74927420601951702599,322008,d+1,0.01920,824456.2,0.648677
20,13817382527357272091,389958,d-1,0.02730,648013.4,0.525252
20,80766488602567870889,2400,d-1,0.00014,1032414.8,0.995714
20,23415870321225413741,885678,d+1,0.05894,1910996.4,0.603171
20,29449177517000150057,277494,d-1,0.01807,1080101.1,0.745873
20,68953103483349653297,883782,both,0.05311,2120106.6,0.632490
20,79072306321461213701,961626,d+1,0.05706,2127149.3,0.610353
20,48734211029620789007,394674,d-1,0.02450,603430.4,0.498555
20,92770787894644195289,134352,d+1,0.00785,800348.8,0.819248
20,27296865059732501549,757158,d-1,0.04966,348587.7,0.119742
20,29796654609134770361,530028,d-1,0.03447,1150504.0,0.605048
20,69890100100303140899,1555158,both,0.09334,604454.5,0.083724
20,76889370405454645979,134508,d-1,0.00800,872416.0,0.831562
20,46810126310431545641,267438,d+1,0.01667,469126.9,0.541898
20,89633188130460824147,3259722,d+1,0.19117,677376.2,0.011633
20,91794774242744484671,335568,d-1,0.01964,935329.2,0.671148
20,22954761599789306657,865314,d-1,0.05769,746744.2,0.306645
20,19937324786870458151,158418,d+1,0.01071,1473279.0,0.876051
20,96020526799267696391,4718946,d+1,0.27499,1233568.8,0.027565
20,83851064364469473521,3051318,d-1,0.18006,1274269.6,0.098212
20,86699830635220182509,253308,d-1,0.01490,587991.4,0.622395
20,33270724492466298701,2380626,d+1,0.15322,1952551.9,0.289774
20,42027478297158040409,52578,d+1,0.00331,648958.0,0.902282
20,93789368177998886249,71340,both,0.00417,330143.2,0.777327
20,31442703745600306139,637320,both,0.04124,489908.6,0.268187
20,12009095923424625461,1169256,d+1,0.08298,1342247.3,0.403576
20,99149307424193235929,624852,d-1,0.03630,433966.4,0.235401
20,46040727349740673931,1033668,d-1,0.06452,2007453.8,0.572907
20,11728061430298502591,661218,d-1,0.04703,806980.0,0.424183
20,51268607020705817921,743658,d-1,0.04595,1844510.6,0.641150
20,11414765601091813859,97842,both,0.00698,616208.1,0.826898
20,68352547112482244231,132738,d+1,0.00798,1200209.2,0.873668
20,24627873016382723027,1556502,d-1,0.10308,1884232.7,0.421845
20,70312922190716550701,288006,d+1,0.01728,743288.5,0.651349
20,23144044655965941341,93828,d-1,0.00625,966238.9,0.886874
20,15385818838588962011,2855028,d+1,0.19782,1212310.2,0.101837
20,45072923742056006507,3050784,d-1,0.19079,956314.7,0.048192
20,21914803268009914811,2579328,d+1,0.17274,1098524.9,0.102482
20,74554701680881052177,482214,d-1,0.02877,692676.7,0.478853
20,35481282339051226079,28542,d-1,0.00183,596655.2,0.938134
20,70119403325234871191,200178,d-1,0.01201,1118954.7,0.809488
20,15325370732865322979,2182818,d+1,0.15130,902393.4,0.096139
20,20266805932241107301,1524768,d-1,0.10288,634618.1,0.097401
20,62933397081966945449,116202,d-1,0.00704,377932.1,0.708133
20,13678500504493088711,230088,d+1,0.01612,614105.5,0.659492
20,82110436562973184997,260202,d-1,0.01538,1190449.1,0.776914
20,38248906440483424811,598866,d+1,0.03804,707406.3,0.413302
20,21455507830389016247,2097504,d-1,0.14076,1475561.4,0.239599
20,50849477013227995889,2878002,d+1,0.17796,954641.6,0.056379
20,30122538830330523767,3161004,d-1,0.20537,1183510.5,0.076411
20,24056166717139170569,24798,d+1,0.00165,248336.1,0.885533
20,38538958375624626347,39954,d-1,0.00254,535157.0,0.909934
20,94559347972958021429,39978,d+1,0.00233,739965.0,0.931458
20,86223197147412767021,275838,d-1,0.01624,676478.7,0.638194
20,49614361821864165707,3476292,d+1,0.21545,1937397.3,0.169591
20,54137518747514125907,2018562,d-1,0.12408,1089310.2,0.160658
20,10782940151918024117,255504,d-1,0.01832,437171.5,0.534005
20,88056073284462583919,245622,d-1,0.01443,962700.9,0.746431
20,83403431667268485371,629766,d+1,0.03718,848998.8,0.457863
20,27995968326513160067,42792,d+1,0.00280,1541693.6,0.962009
20,34794036058417148207,843114,d-1,0.05403,1998529.8,0.629161
20,76464064588978835357,656292,d-1,0.03906,1083263.6,0.523494
20,86310009134104525871,5346258,d+1,0.31465,1409600.0,0.028318
20,59178055799351980457,499782,d-1,0.03047,788206.4,0.508947
20,66978720248362287941,62208,d-1,0.00375,1846664.2,0.955112
20,50290417384663237277,142212,d-1,0.00880,661664.1,0.779552
20,84396413125877432387,2919804,d-1,0.17220,2172405.1,0.257688
20,96440909055597910889,1910130,d+1,0.11127,446257.1,0.018276
20,29403046571757722387,454212,both,0.02958,770636.9,0.531584
20,73261409846670140267,1109562,d-1,0.06630,1047200.5,0.337017
20,50051095186000132307,1045422,d+1,0.06474,725156.2,0.235064
20,68861047668031880687,231504,d-1,0.01391,459981.8,0.579027
20,15673931168765131937,185622,d-1,0.01284,1314560.2,0.843610
20,21329152584485279957,3944814,d-1,0.26488,1758862.1,0.112589
20,65078848509107334227,2596974,d-1,0.15691,986181.1,0.079107
20,18580466401604186897,110604,d-1,0.00753,518077.8,0.780289
20,47647598251414014587,849354,d-1,0.05284,479119.4,0.172901
20,75047925832307131589,2806122,both,0.16731,608642.1,0.013774
20,68750278861842453221,391068,d-1,0.02351,2067584.2,0.801524
20,32027722452192678641,1367778,d-1,0.08835,1207184.1,0.314172
20,30284125674770501069,147312,d-1,0.00957,430679.2,0.682915
20,53894740062688856531,160698,d-1,0.00988,1178480.9,0.849023
20,24122611796611011449,1109898,d-1,0.07365,645006.2,0.181512
20,48898617024890333747,625482,d+1,0.03882,1095051.4,0.541378
20,88584213507309611591,2703198,d+1,0.15871,1902262.9,0.239736
20,64770214339838655881,1021908,d-1,0.06177,1400122.0,0.462952
20,66748578493476304949,254070,d+1,0.01531,301338.1,0.415219
20,47335042874813391989,1026732,d+1,0.06392,519143.8,0.143157
20,81231153052839637919,921462,d+1,0.05454,537578.8,0.182456
20,60284942979936491777,5046012,d-1,0.30708,1512361.2,0.042320
20,28246558961501442227,1633572,d+1,0.10678,1179134.4,0.247849
20,87137797094298041549,1641300,d+1,0.09651,1064450.3,0.214151
20,59081087136230472197,6985632,d-1,0.42591,1328530.2,0.007945
20,24445422209730106301,4091958,both,0.27120,1760518.7,0.104583
20,68922696672777181139,2633322,d-1,0.15826,995793.4,0.078444
20,26163573796000633301,302328,d+1,0.01991,507624.1,0.528047
20,15981821785111504577,3384744,d-1,0.23366,1314081.5,0.083463
20,51597431021891431931,2035566,d+1,0.12569,1392105.3,0.230659
20,36111983805235752521,1178958,d+1,0.07529,1416172.6,0.419055
20,25280655458137919051,934536,d+1,0.06174,1654196.1,0.544754
20,10680410041108531331,238038,both,0.01709,536894.3,0.615013
20,70420772381193526379,208050,d-1,0.01248,684421.4,0.708940
20,69007853380875184637,136344,d-1,0.00819,963944.9,0.844204
20,96162622426124606771,39678,d+1,0.00231,667500.3,0.925954
20,62141861405032533491,4313466,d+1,0.26175,2107676.2,0.134550
20,35836504554255778127,851802,both,0.05444,604896.1,0.242515
20,76253450015992578941,857286,d+1,0.05104,1768473.3,0.590308
20,12751189409842156877,449964,d-1,0.03175,1143081.5,0.646601
20,88060890734746579187,604602,d+1,0.03552,512298.6,0.300453
20,45392862869787780899,676428,d-1,0.04228,337067.2,0.139257
20,64672194219375214709,742950,d-1,0.04492,316539.6,0.102040
20,49025051272686534917,2110542,d+1,0.13095,959938.2,0.117170
20,64934307176235103427,1195032,d-1,0.07222,1816422.1,0.497078
20,90249818649230308511,2327508,d+1,0.13642,1605483.3,0.233378
20,80060018860617588911,140238,d-1,0.00831,573309.2,0.755430
20,77398742881554357869,63210,d+1,0.00376,485299.8,0.855276
20,53343055091200758797,536934,d-1,0.03305,779180.5,0.481834
20,29030373848521808429,713490,d+1,0.04652,917628.8,0.441694
20,72253880456625264767,581754,d-1,0.03481,773988.1,0.453320
20,67821995290828207619,163632,d+1,0.00985,580052.3,0.726646
20,97596989770522992161,1872216,d+1,0.10894,797482.0,0.102334
20,32284281180621489317,163002,d+1,0.01052,551586.3,0.715637
20,28195706855622202931,785106,d+1,0.05133,573991.1,0.251829
20,75331581954812164997,2209602,d-1,0.13170,1154234.5,0.151808
20,67491293162120185649,180870,d+1,0.01089,536809.9,0.686472
20,87188454356640671171,1864296,d+1,0.10962,1293482.0,0.235229
20,95874046068024402551,1268208,d-1,0.07391,1379540.1,0.385364
20,35949784842822110927,588522,d-1,0.03760,1865936.6,0.701536
20,65904994822880728391,1400298,both,0.08451,1555535.9,0.392631
20,33072068499592219061,464616,d+1,0.02992,639900.7,0.464797
20,95221955321584139621,43866,d+1,0.00256,429423.0,0.881447
20,55085293865282815721,1208688,d+1,0.07418,634467.4,0.153154
20,57574683309168772337,2559462,d-1,0.15643,1582595.9,0.199727
20,48147253694091102779,18480,d+1,0.00115,399419.9,0.941218
20,30669352640468544227,1471092,d-1,0.09541,918508.7,0.202592
20,85093622309003445437,734424,d-1,0.04328,693087.4,0.336981
20,24649205406194555861,926976,d+1,0.06139,1166822.3,0.434572
20,46348013131576153181,2908308,d-1,0.18141,1412162.3,0.133054
20,51034980446266767521,229728,d-1,0.01420,508426.1,0.610316
20,27775635410375969771,68058,d+1,0.00446,1065856.1,0.921377
20,12710549674257075671,1203798,d+1,0.08496,1287499.0,0.379548
20,11298534531087275321,244938,d+1,0.01749,1786048.2,0.847832
20,68792276102999768567,4604652,d-1,0.27678,1452264.2,0.049017
20,70114039460035900181,535638,d-1,0.03214,641852.1,0.418203
20,87528128832191382371,1046496,d+1,0.06151,936697.7,0.319040
20,57709140111081726959,141540,d-1,0.00865,276654.5,0.575856
20,37085695198191796229,1794222,d+1,0.11429,980239.5,0.164099
20,46490931581051583467,2217912,d-1,0.13830,1499775.1,0.227125
20,94872319964503884707,994242,d-1,0.05800,2059486.0,0.591734
20,26119505809004433431,3961608,d+1,0.26090,919283.3,0.017962
20,81205540876844986031,16656,d+1,0.00099,1368367.5,0.981637
20,11598087380883474239,401772,both,0.02861,228234.5,0.174598
20,25048255330047588227,414552,d+1,0.02741,1165034.3,0.673141
20,42601891000536732197,555762,d-1,0.03494,866897.3,0.504981
20,58458516841500386417,235794,d-1,0.01439,1261313.4,0.802707
20,76155681399592139687,19584,d-1,0.00117,506503.9,0.949395
20,32334214597881301907,108222,d+1,0.00698,646102.4,0.819710
20,57983672250577640087,4400994,d-1,0.26880,1729906.2,0.085734
20,22797626127392154221,463986,d+1,0.03096,786454.0,0.530962
20,23180370372734600447,3179994,d-1,0.21183,1921060.7,0.192810
20,53738557699938648191,856926,d+1,0.05271,932659.7,0.385735
20,21071654123886118187,186702,d-1,0.01255,945543.5,0.794260
20,81112753978229795999,213492,d-1,0.01264,723010.5,0.715445
20,28907049813433252259,126000,d+1,0.00822,556348.4,0.770293
20,44166480857209919471,755766,d+1,0.04736,769116.0,0.362771
20,11571793183611516761,1286568,d+1,0.09164,1541121.1,0.418075
20,60790718023533819161,115248,d+1,0.00701,1134037.9,0.882104
20,62155182434480248439,3792390,d+1,0.23013,471117.3,0.000727
20,46770092500975078931,1844898,d-1,0.11498,1656829.0,0.320203
20,24173747494762684937,1168134,d-1,0.07750,442600.0,0.078686
20,42830267474540436071,1376928,d+1,0.08653,467947.8,0.059990
20,62370603559655273957,582372,d-1,0.03533,750120.9,0.442376
20,53050666904024933861,1178268,d+1,0.07257,972855.7,0.291953
20,54175642783237240547,8024874,d-1,0.49327,1794819.2,0.015628
20,60055212796145525897,6594822,both,0.40147,1190924.1,0.006182
20,76370806654964248079,154620,both,0.00920,861187.4,0.808916
20,90834677934112264181,1262058,d-1,0.07393,1150267.6,0.325205
20,97659425747763913277,177114,d-1,0.01031,674856.0,0.741101
20,19486671115232334941,1352976,d+1,0.09164,1010792.0,0.258955
20,73604428554195114449,295410,d+1,0.01765,352706.8,0.417390
20,86813712806342786447,89964,d-1,0.00529,1100646.5,0.902720
20,80200544833148966069,234240,d-1,0.01388,288262.3,0.427864
20,49196132468866258781,2722068,d-1,0.16884,2019142.9,0.256687
20,68412378469210257299,272982,both,0.01642,273015.6,0.357081
20,18001873046983374611,499158,both,0.03407,507240.1,0.362042
20,44847741612241007621,637488,d+1,0.03989,541561.3,0.301305
20,77545879028225016377,3343014,d-1,0.19872,1405358.5,0.099578
20,37567642131380335619,686322,d-1,0.04367,561711.1,0.288963
20,35541642271591127897,2097642,d+1,0.13416,1024952.7,0.134512
20,19658741301007794857,850824,d-1,0.05758,611790.1,0.246473
20,78115448442958027487,480522,d-1,0.02854,1021974.8,0.599443
20,23380787750296633469,272142,d-1,0.01811,305066.3,0.395917
20,14144743087900802537,772914,d-1,0.05399,713201.3,0.329251
20,12450600633283490957,77802,d-1,0.00550,650105.1,0.864068
20,29475931713308442707,86694,d-1,0.00564,1663633.6,0.933933
20,40734130513607888969,1259982,d+1,0.07955,693590.5,0.166197
20,83525941989551161799,143052,d+1,0.00844,242355.9,0.532618
20,84915157779779081201,1894968,d+1,0.11169,717844.7,0.078655
20,56807789422975694729,96498,d-1,0.00591,648176.0,0.836162
20,63789038256128162069,19740,d-1,0.00119,464047.2,0.945317
20,55648970147792498441,48618,d+1,0.00298,531825.2,0.892509
20,93356562006808673999,161238,d-1,0.00942,220696.0,0.464129
20,24391408543528356767,462132,d-1,0.03063,1446510.1,0.698141
20,92840215421181541499,698982,d+1,0.04086,378131.3,0.161060
20,10382995575790396841,123498,d+1,0.00889,1406713.1,0.895679
20,50735673401927764967,4319304,d-1,0.26714,1785911.6,0.096013
20,37724048194395769961,201936,d+1,0.01284,626968.3,0.696314
20,80512388919537586379,292800,d+1,0.01734,528269.3,0.550944
20,56338029701068021757,323442,both,0.01981,939700.5,0.680761
20,63119658701995548467,412212,both,0.02498,1052038.7,0.647843
20,83402075273104574009,1937310,d+1,0.11438,599748.0,0.046608
20,81054514325320097789,383400,d-1,0.02270,934228.0,0.635774
20,33003282348118889369,1959618,d+1,0.12622,961153.3,0.135625
20,90582147787090463219,549840,d-1,0.03222,661971.4,0.419417
20,72801284530827083927,794412,d+1,0.04750,1928581.0,0.635562
20,97956091834758580361,381048,d-1,0.02216,1039729.1,0.665420
20,39444082310421523877,110184,d-1,0.00698,861967.1,0.855709
20,94853047033142996639,15162,d-1,0.00088,348362.7,0.944845
20,63539762243351617409,424092,both,0.02568,315257.0,0.257208
20,25315902189986580239,64938,d-1,0.00429,393997.0,0.823509
20,47027524470163770257,536622,d-1,0.03343,548447.2,0.363872
20,89607831936147370211,5817036,d+1,0.34116,1573493.8,0.030780
20,62903805991051338347,150474,d-1,0.00912,682150.0,0.774921
20,79830489475544484671,1406688,d+1,0.08339,1014928.2,0.247655
20,20448245588672268119,33492,d+1,0.00226,335174.2,0.884559
20,70947518039462033771,2319468,d+1,0.13902,726516.9,0.047949
20,58936761829169893301,7292496,d+1,0.44473,2083014.1,0.036500
20,38671782350157497069,29988,d+1,0.00190,426284.5,0.915010
20,64621471823808456461,1660296,d+1,0.10038,1979328.4,0.416737
20,33711461845486528097,319602,d-1,0.02054,1044110.4,0.708503
20,43539504430696753469,704550,both,0.04421,379140.4,0.159632
20,58615142345040585539,799962,d-1,0.04881,503022.4,0.204625
20,53781123169590741521,153486,d+1,0.00944,850441.7,0.807644
20,80730276519451531079,146808,d-1,0.00869,804928.9,0.806461
20,90682933655890905731,5558568,d+1,0.32564,1571307.2,0.035419
20,84858810226018709141,195978,d-1,0.01155,931445.1,0.782451
20,52986986955675219191,2003238,d-1,0.12339,1293172.1,0.212752
20,40554059524147664447,964302,d+1,0.06091,1133384.0,0.411958
20,32765627771786972351,3085188,d+1,0.19885,1931304.5,0.203428
20,53294218842964974221,1399188,d-1,0.08614,962249.8,0.232402
20,64823444753682573347,339864,d-1,0.02054,654868.4,0.569818
20,98988314811062378621,1473186,d+1,0.08561,1716829.0,0.408966
20,94692516222609092267,1446552,d-1,0.08441,851664.9,0.185221
20,23648420600764983071,481806,d+1,0.03203,654628.7,0.460108
20,75529605340270529711,1401558,d+1,0.08352,782248.1,0.169912
20,25730562449413501871,96198,d+1,0.00634,1519805.2,0.921541
20,10359050393119929899,144510,d+1,0.01040,341407.6,0.628426
20,70472781762072085859,433062,d-1,0.02597,478932.8,0.391269
20,47849625173131740797,299064,d-1,0.01860,752315.3,0.644531
20,38482750970447550929,818112,d+1,0.05193,370378.8,0.115792
20,31270679012411891711,670278,d+1,0.04339,523106.6,0.273057
20,94643948107318252997,110184,d-1,0.00643,901057.3,0.861796
20,91257946336386511439,129312,d+1,0.00757,701725.2,0.804688
20,60238522982337994529,283212,d-1,0.01724,444465.5,0.507617
20,81169808187123270869,1056570,d-1,0.06254,831939.5,0.276035
20,70381556400060211349,302550,d+1,0.01815,370412.7,0.425904
20,81619085852103340901,2381676,d+1,0.14090,1642203.9,0.233261
20,73487236926789719519,95262,d-1,0.00569,1000857.0,0.888148
20,19788923584742339681,92298,d-1,0.00624,1871761.1,0.937148
20,53212357165148469791,3966,d+1,0.00024,648173.0,0.990198
20,86502056576209799891,519588,d-1,0.03057,2184093.5,0.761070
20,19375109415964275107,249702,d+1,0.01692,886718.8,0.726570
20,32059890850355272601,9648,d+1,0.00062,1111816.8,0.986604
20,17945570678983198607,197124,d-1,0.01346,701927.2,0.726778
20,46398111965933351147,478434,d-1,0.02984,731271.0,0.498641
20,11340338923530333317,163194,d-1,0.01165,685157.5,0.760044
20,87042166085293883417,216402,d-1,0.01273,1670057.8,0.854935
20,99916070141518038827,472122,d+1,0.02741,704837.3,0.491274
20,37589729625702737447,76302,d+1,0.00485,487242.4,0.829826
20,22925122700015570927,125202,d-1,0.00835,915571.9,0.847931
20,26255367254704761167,3683454,d-1,0.24246,1156682.4,0.048293
20,10444008953715599879,233418,both,0.01679,321665.7,0.465206
20,50632011489487331327,631122,d-1,0.03904,869700.0,0.464798
20,21951556036833610751,3165906,d+1,0.21199,1076243.8,0.059982
20,62889296032592260727,170394,d-1,0.01033,500571.1,0.683782
20,25181731212935340599,835038,d+1,0.05519,732967.8,0.312202
20,14297560789334192141,509286,d+1,0.03554,1830404.4,0.729114
20,16425834802092410171,2066886,d+1,0.14231,745122.7,0.069894
20,44367933092089390961,318408,d-1,0.01994,1244236.4,0.745816
20,28053829667905504889,217362,both,0.01422,245603.7,0.398949
20,57760774787917015289,186378,both,0.01139,351053.2,0.564225
20,33593438373742340801,1037298,d-1,0.06670,1075702.7,0.369123
20,38995771449579512201,868536,d+1,0.05506,940947.3,0.384196
20,49986891637336890491,6009858,d+1,0.37221,1691873.7,0.034954
20,99811855662401603009,165528,d-1,0.00961,953098.8,0.814215
20,24986704127184438599,850242,d+1,0.05623,671161.5,0.276788
20,83882811617411843759,1265118,d+1,0.07465,840947.7,0.221724
20,73626036131346906761,1142706,d+1,0.06825,825433.2,0.248002
20,69778403130868693319,1009140,d-1,0.06058,915527.3,0.323451
20,71782012677436868111,128436,d+1,0.00769,850637.5,0.835533
20,49709627236319236829,25302,both,0.00157,309506.8,0.903425
20,72059759340767988899,578598,d-1,0.03463,355902.8,0.197920
20,19937679284849715671,3688056,d+1,0.24924,1904085.4,0.148784
20,35201886498930134957,160842,d-1,0.01030,823207.5,0.796060
20,40771523134959227561,515148,d+1,0.03252,786998.0,0.498492
20,55663516212376836809,156138,d+1,0.00957,731917.1,0.779960
20,37737824430305413187,469632,d-1,0.02987,1066683.9,0.617229
20,13298461735248439427,201702,d-1,0.01417,545900.9,0.662948
20,23797338050393412761,2210448,d-1,0.14687,880126.2,0.088262
20,17458006940336236367,1209312,d-1,0.08278,1839479.7,0.497268
20,40373675346551680877,833874,d-1,0.05269,2037273.5,0.637273
20,25254996649047139409,304788,d+1,0.02014,540088.6,0.545325
20,11725094436057999077,425424,d-1,0.03026,961316.6,0.615579
20,61249323739628265047,2241924,d-1,0.13623,1803997.0,0.283401
20,56498346296642845379,34728,d+1,0.00213,523374.6,0.919007
